Name,Cost,Done,Process,Time,Efficiency,Time done,Time_seconds,Status
§40 Упражнение 37.1,274.73,No,,,,,,Not started
§40 Упражнение 37.2,274.73,No,,,,,,Not started
§41 Вопрос 1,274.73,No,,,,,,Not started
§41 Вопрос 2,274.73,No,,,,,,Not started
§41 Вопрос 3,274.73,No,,,,,,Not started
§41 Вопрос 4,274.73,No,,,,,,Not started
§41 Вопрос 5,274.73,No,,,,,,Not started
§41 Упражнение 38.1,274.73,No,,,,,,Not started
§42 Вопрос 1,274.73,No,,,,,,Not started
§42 Вопрос 2,274.73,No,,,,,,Not started
§42 Вопрос 3,274.73,No,,,,,,Not started
§42 Вопрос 4,274.73,No,,,,,,Not started
§42 Вопрос 5,274.73,No,,,,,,Not started
§42 Вопрос 6,274.73,No,,,,,,Not started
§42 Вопрос 7,274.73,No,,,,,,Not started
§42 Вопрос 8,274.73,No,,,,,,Not started
§42 Упражнение 39.1,274.73,No,,,,,,Not started
§42 Упражнение 39.2,274.73,No,,,,,,Not started
§43 Вопрос 1,274.73,No,,,,,,Not started
§43 Вопрос 2,274.73,No,,,,,,Not started
§43 Вопрос 3,274.73,No,,,,,,Not started
§43 Вопрос 4,274.73,No,,,,,,Not started
§43 Упражнение 40.1,274.73,No,,,,,,Not started
§44 Вопрос 1,274.73,No,,,,,,Not started
§44 Вопрос 2,274.73,No,,,,,,Not started
§44 Вопрос 3,274.73,No,,,,,,Not started
§44 Вопрос 4,274.73,No,,,,,,Not started
§44 Вопрос 5,274.73,No,,,,,,Not started
§44 Вопрос 6,274.73,No,,,,,,Not started
§44 Упражнение 41.1,274.73,No,,,,,,Not started
§44 Упражнение 41.2,274.73,No,,,,,,Not started
§44 Упражнение 41.3,274.73,No,,,,,,Not started
§45 Вопрос 1,274.73,No,,,,,,Not started
§45 Вопрос 2,274.73,No,,,,,,Not started
§45 Вопрос 3,274.73,No,,,,,,Not started
§45 Вопрос 4,274.73,No,,,,,,Not started
§45 Вопрос 5,274.73,No,,,,,,Not started
§45 Вопрос 6,274.73,No,,,,,,Not started
§45 Вопрос 7,274.73,No,,,,,,Not started
§45 Упражнение 42.1,274.73,No,,,,,,Not started
§46 Вопрос 1,274.73,No,,,,,,Not started
§46 Вопрос 2,274.73,No,,,,,,Not started
§46 Вопрос 3,274.73,No,,,,,,Not started
§46 Вопрос 4,274.73,No,,,,,,Not started
§46 Вопрос 5,274.73,No,,,,,,Not started
§46 Вопрос 6,274.73,No,,,,,,Not started
§46 Вопрос 7,274.73,No,,,,,,Not started
§46 Упражнение 43.1,274.73,No,,,,,,Not started
§47 Вопрос 1,274.73,No,,,,,,Not started
§47 Вопрос 2,274.73,No,,,,,,Not started
§47 Вопрос 3,274.73,No,,,,,,Not started
§47 Вопрос 4,274.73,No,,,,,,Not started
§48 Вопрос 1,274.73,No,,,,,,Not started
§48 Вопрос 2,274.73,No,,,,,,Not started
§48 Вопрос 3,274.73,No,,,,,,Not started
§48 Вопрос 4,274.73,No,,,,,,Not started
§48 Вопрос 5,274.73,No,,,,,,Not started
§48 Вопрос 6,274.73,No,,,,,,Not started
§48 Упражнение 44.1,274.73,No,,,,,,Not started
§48 Упражнение 44.2,274.73,No,,,,,,Not started
§48 Упражнение 44.3,274.73,No,,,,,,Not started
§48 Упражнение 44.4,274.73,No,,,,,,Not started
§49 Вопрос 1,274.73,No,,,,,,Not started
§49 Вопрос 2,274.73,No,,,,,,Not started
§49 Вопрос 3,274.73,No,,,,,,Not started
§49 Вопрос 4,274.73,No,,,,,,Not started
§49 Вопрос 5,274.73,No,,,,,,Not started
§49 Вопрос 6,274.73,No,,,,,,Not started
§49 Вопрос 7,274.73,No,,,,,,Not started
§49 Упражнение 45.1,274.73,No,,,,,,Not started
§49 Упражнение 45.2,274.73,No,,,,,,Not started
§49 Упражнение 45.3,274.73,No,,,,,,Not started
§50 Вопрос 1,274.73,No,,,,,,Not started
§50 Вопрос 2,274.73,No,,,,,,Not started
§50 Вопрос 3,274.73,No,,,,,,Not started
§50 Вопрос 4,274.73,No,,,,,,Not started
§50 Вопрос 5,274.73,No,,,,,,Not started
§50 Вопрос 6,274.73,No,,,,,,Not started
§50 Вопрос 7,274.73,No,,,,,,Not started
§51 Вопрос 1,274.73,No,,,,,,Not started
§51 Вопрос 2,274.73,No,,,,,,Not started
§51 Вопрос 3,274.73,No,,,,,,Not started
§51 Вопрос 4,274.73,No,,,,,,Not started
§51 Задание 1,274.73,No,,,,,,Not started
§51 Проверь себя 1,274.73,No,,,,,,Not started
§51 Проверь себя 2,274.73,No,,,,,,Not started
§51 Проверь себя 3,274.73,No,,,,,,Not started
§51 Проверь себя 4,274.73,No,,,,,,Not started
§52 Вопрос 1,274.73,No,,,,,,Not started
§52 Вопрос 2,274.73,No,,,,,,Not started
§52 Вопрос 3,274.73,No,,,,,,Not started
§52 Вопрос 4,274.73,No,,,,,,Not started
§52 Вопрос 5,274.73,No,,,,,,Not started
§52 Вопрос 6,274.73,No,,,,,,Not started
§52 Вопрос 7,274.73,No,,,,,,Not started
§53 Вопрос 1,274.73,No,,,,,,Not started
§53 Вопрос 2,274.73,No,,,,,,Not started
§53 Вопрос 3,274.73,No,,,,,,Not started
§53 Вопрос 4,274.73,No,,,,,,Not started
§53 Вопрос 5,274.73,No,,,,,,Not started
§53 Вопрос 6,274.73,No,,,,,,Not started
§53 Упражнение 46.1,274.73,No,,,,,,Not started
§53 Упражнение 46.2,274.73,No,,,,,,Not started
§53 Упражнение 46.3,274.73,No,,,,,,Not started
§53 Упражнение 46.4,274.73,No,,,,,,Not started
§53 Упражнение 46.5,274.73,No,,,,,,Not started
§54 Вопрос 1,274.73,No,,,,,,Not started
§54 Вопрос 2,274.73,No,,,,,,Not started
§54 Вопрос 3,274.73,No,,,,,,Not started
§54 Вопрос 4,274.73,No,,,,,,Not started
§54 Вопрос 5,274.73,No,,,,,,Not started
§55 Вопрос 1,274.73,No,,,,,,Not started
§55 Вопрос 2,274.73,No,,,,,,Not started
§55 Вопрос 3,274.73,No,,,,,,Not started
§55 Вопрос 4,274.73,No,,,,,,Not started
§55 Вопрос 5,274.73,No,,,,,,Not started
§55 Вопрос 6,274.73,No,,,,,,Not started
§55 Упражнение 47.1,274.73,No,,,,,,Not started
§56 Вопрос 1,274.73,No,,,,,,Not started
§56 Вопрос 2,274.73,No,,,,,,Not started
§56 Вопрос 3,274.73,No,,,,,,Not started
§56 Вопрос 4,274.73,No,,,,,,Not started
§56 Вопрос 5,274.73,No,,,,,,Not started
§56 Вопрос 6,274.73,No,,,,,,Not started
§56 Вопрос 7,274.73,No,,,,,,Not started
§56 Упражнение 48.1,274.73,No,,,,,,Not started
§56 Упражнение 48.2,274.73,No,,,,,,Not started
§56 Упражнение 48.3,274.73,No,,,,,,Not started
§56 Упражнение 48.4,274.73,No,,,,,,Not started
§56 Упражнение 48.5,274.73,No,,,,,,Not started
§56 Упражнение 48.6,274.73,No,,,,,,Not started
§57 Вопрос 1,274.73,No,,,,,,Not started
§57 Вопрос 2,274.73,No,,,,,,Not started
§57 Вопрос 3,274.73,No,,,,,,Not started
§58 Вопрос 1,274.73,No,,,,,,Not started
§58 Вопрос 2,274.73,No,,,,,,Not started
§58 Вопрос 3,274.73,No,,,,,,Not started
§58 Вопрос 4,274.73,No,,,,,,Not started
§58 Вопрос 5,274.73,No,,,,,,Not started
§58 Вопрос 6,274.73,No,,,,,,Not started
§58 Вопрос 7,274.73,No,,,,,,Not started
§59 Вопрос 1,274.73,No,,,,,,Not started
§59 Вопрос 2,274.73,No,,,,,,Not started
§59 Вопрос 3,274.73,No,,,,,,Not started
§59 Вопрос 4,274.73,No,,,,,,Not started
§59 Вопрос 5,274.73,No,,,,,,Not started
§59 Вопрос 6,274.73,No,,,,,,Not started
§60 Вопрос 1,274.73,No,,,,,,Not started
§60 Вопрос 2,274.73,No,,,,,,Not started
§60 Вопрос 3,274.73,No,,,,,,Not started
§60 Вопрос 4,274.73,No,,,,,,Not started
§60 Задание 1,274.73,No,,,,,,Not started
§61 Вопрос 1,274.73,No,,,,,,Not started
§61 Вопрос 2,274.73,No,,,,,,Not started
§61 Вопрос 3,274.73,No,,,,,,Not started
§61 Вопрос 4,274.73,No,,,,,,Not started
§61 Вопрос 5,274.73,No,,,,,,Not started
§61 Вопрос 6,274.73,No,,,,,,Not started
§61 Вопрос 7,274.73,No,,,,,,Not started
§62 Вопрос 1,274.73,No,,,,,,Not started
§62 Вопрос 2,274.73,No,,,,,,Not started
§62 Вопрос 3,274.73,No,,,,,,Not started
§62 Вопрос 4,274.73,No,,,,,,Not started
§62 Вопрос 5,274.73,No,,,,,,Not started
§62 Вопрос 6,274.73,No,,,,,,Not started
§62 Вопрос 7,274.73,No,,,,,,Not started
§62 Проверь себя 1,274.73,No,,,,,,Not started
§62 Проверь себя 2,274.73,No,,,,,,Not started
§62 Проверь себя 3,274.73,No,,,,,,Not started
§62 Проверь себя 4,274.73,No,,,,,,Not started
§63 Вопрос 1,274.73,No,,,,,,Not started
§63 Вопрос 2,274.73,No,,,,,,Not started
§63 Вопрос 3,274.73,No,,,,,,Not started
§63 Вопрос 4,274.73,No,,,,,,Not started
§64 Вопрос 1,274.73,No,,,,,,Not started
§64 Вопрос 2,274.73,No,,,,,,Not started
§64 Вопрос 3,274.73,No,,,,,,Not started
§64 Вопрос 4,274.73,No,,,,,,Not started
§64 Вопрос 5,274.73,No,,,,,,Not started
§64 Вопрос 6,274.73,No,,,,,,Not started
§64 Вопрос 7,274.73,No,,,,,,Not started
§64 Упражнение 49.1,274.73,No,,,,,,Not started
§64 Упражнение 49.2,274.73,No,,,,,,Not started
§65 Вопрос 1,274.73,No,,,,,,Not started
§65 Вопрос 2,274.73,No,,,,,,Not started
§65 Вопрос 3,274.73,No,,,,,,Not started
§65 Вопрос 4,274.73,No,,,,,,Not started
§66 Вопрос 1,274.73,No,,,,,,Not started
§66 Вопрос 2,274.73,No,,,,,,Not started
§66 Вопрос 3,274.73,No,,,,,,Not started
§66 Вопрос 4,274.73,No,,,,,,Not started
§66 Вопрос 5,274.73,No,,,,,,Not started
§66 Вопрос 6,274.73,No,,,,,,Not started
§67 Вопрос 1,274.73,No,,,,,,Not started
§67 Вопрос 2,274.73,No,,,,,,Not started
§67 Вопрос 3,274.73,No,,,,,,Not started
§67 Задание 1,274.73,No,,,,,,Not started
§67 Задание 2,274.73,No,,,,,,Not started
§67 Проверь себя 1,274.73,No,,,,,,Not started
§67 Проверь себя 2,274.73,No,,,,,,Not started
§67 Проверь себя 3,274.73,No,,,,,,Not started
§67 Проверь себя 4,274.73,No,,,,,,Not started
Лабораторная работа 1,274.73,No,,,,,,Not started
Лабораторная работа 2,274.73,No,,,,,,Not started
Лабораторная работа 3,274.73,No,,,,,,Not started
Лабораторная работа 4,274.73,No,,,,,,Not started
Лабораторная работа 5,274.73,No,,,,,,Not started
Лабораторная работа 6,274.73,No,,,,,,Not started
Лабораторная работа 7,274.73,No,,,,,,Not started
Лабораторная работа 8,274.73,No,,,,,,Not started
Лабораторная работа 9,274.73,No,,,,,,Not started
